http://dbpedia.org/ontology/Weapon,http://dbpedia.org/ontology/length
Char D1,5.76
D1坦克,5.76
Char D2,5.46
D2 (char),5.46
Char D2,5.46
Char D2,5.46
Char D2,5.46
Char D2,5.46
Char D2,5.46
D2坦克,5.46
Char G1,5.57
Char G1,5.57
G1坦克,5.57
Crow (missile),2.91
ERC 90 Sagaie,7.7
ERC-90 Sagaie,7.7
ERC-90 Sagaie,7.7
ERC-90 Sagaie,7.7
Panhard ERC,7.7
ERC 90装甲車,7.7
ERC 90 Sagaie,7.7
ERC Sagaie,7.7
Exocet,4.7
إكزوست,4.7
Exocet,4.7
MBDA Exocet,4.7
Exocet (missile),4.7
Exocet,4.7
エグゾセ,4.7
Exocet,4.7
Exocet,4.7
MBDA Exocet,4.7
Exocet,4.7
飞鱼反舰导弹,4.7
Subfusil FBP,0.807
PM FBP M/948,0.807
FBP submachine gun,0.807
Pistolet maszynowy FBP M/948,0.807
FBP (pistola-metralhadora),0.807
هوت (صاروخ),1.3
HOT (Lenkflugkörper),1.3
HOT (missile),1.3
Euromissile HOT,1.3
Euromissile HOT,1.3
Euromissile HOT,1.3
HOT (ミサイル),1.3
HOT,1.3
HOT (ПТРК),1.3
HOT式反坦克飛彈,1.3
Hanyang 88,1.25
漢陽88式小銃,1.25
漢陽八八式步槍,1.25
Type 73 (trattore),6.13
73式けん引車,6.13
Hitachi Type 73,6.13
73式牽引車,6.13
Humber Pig,4.93
Humber Pig,4.93
ハンバー・ピッグ装甲車,4.93
Humber Pig,4.93
Ingram Model 6,0.762
Ingram Modelo 6,0.762
Ingram modèle 6,0.762
イングラムM6,0.762
Pistolet maszynowy Ingram Model 6,0.762
Ingram Model 6,0.762
Ingram Model 6,0.762
英格拉姆M6衝鋒槍,0.762
LSAT light machine gun,0.91694
LSAT輕機槍,0.91694
Land-Wasser-Schlepper,8.6
Landwasserschlepper,8.6
ラントワッサシュレッパー,8.6
Landwasserschlepper,8.6
LWS (плавающий тягач),8.6
NSW (Maschinengewehr),1.56
NSV machine gun,1.56
Ametralladora NSV,1.56
NVS 12.7 Utes,1.56
NSV (mitragliatrice),1.56
NSV重機関銃,1.56
Karabin maszynowy NSW,1.56
"НСВ-12,7",1.56
NSV,1.56
NSV重機槍,1.56
Ocelot (samochód),5.32
Оцелот (бронеавтомобиль),5.32
Ocelot (vehicle),5.32
Prithvi (missile),9.0
Prithvi (misil),9.0
Missile Prithvi,9.0
プリットヴィー (ミサイル),9.0
Prithvi (míssil),9.0
Притхви (ракета),9.0
Reva APC,6.0
SVT-40,1.226
Tokarew SWT-40,1.226
SVT-40,1.226
SVT-40,1.226
SVT-40,1.226
トカレフM1940半自動小銃,1.226
Tokarev SVT-40,1.226
Karabin SWT,1.226
SVT-40,1.226
Самозарядная винтовка Токарева,1.226
SVT-40半自動步槍,1.226
Mark VIII (Panzer),10.414
Tank Mark VIII,10.414
Tanque Mark VIII,10.414
Tank Mark VIII,10.414
Mark VIII,10.414
Mark VIII,10.414
Mark VIII,10.414
Mitsubishi Typ 73,5.8
Transporte Blindado de Personal Tipo 73,5.8
Type 73 (trasporto),5.8
Type 73,5.8
73式装甲車,5.8
Typ 73,5.8
Тип 73 (бронетранспортёр),5.8
73式裝甲運兵車,5.8
Type 73 Armored Personnel Carrier,5.8
Ametralladora ligera Tipo 73,1.19
73式軽機関銃,1.19
Тип 73 (пулемёт),1.19
73式輕機槍,1.19
Type 73 light machine gun,1.19
Type 77 pistol,0.148
77式手枪,0.148
Vahan (arme),0.92
Ваган (автомат),0.92
Vahan突擊步槍,0.92
VAHAN (firearm),0.92
Vickers Medium Mk II,5.334
Vickers Medium Mark II,5.334
Medium Mk II,5.334
Vickers Medium Tank Mark II,5.334
Vickers Medium Mark II,5.334
الفيس تاكتيكا,4.0
Alvis Tactica,4.0
Landing Craft Air Cushion,26.797
Landing Craft Air Cushion,26.797
LCAC,26.797
Landing Craft Air Cushion,26.797
LCAC-1級エア・クッション型揚陸艇,26.797
Landing Craft Air Cushion,26.797
Десантные катера на воздушной подушке типа LCAC,26.797
Net cutter (fisheries patrol),2.0
Schwarzlose Modelo 1898,0.273
Шварцлозе модель 1898,0.273
Schwarzlose Model 1898,0.273
Pistolet Schwarzlose Modell 1908,0.234
Шварцлозе модель 1908,0.234
Schwarzlose Model 1908,0.234
2S31,7.0
2S31 Vena,7.0
2S31 Wena,7.0
2С31,7.0
2S31自走炮,7.0
McDonnell ADM-20,3.8862
ADM-20 Quail,3.8862
ADM-20 Quail,3.8862
McDonnell ADM-20 Quail,3.8862
Quail ADM-20B,3.8862
ADM-20 Quail,3.8862
ADM-20 Quail,3.8862
ADM-20诱饵无人机,3.8862
BOAR (cohete),4.65
BOAR,4.65
BOAR,4.65
Jeffrey (autoblindo),5.4864
Jeffery armored car,5.4864
SKS,1.02
إس كيه إس,1.02
Simonow SKS-45,1.02
SKS,1.02
SKS,1.02
Simonov SKS,1.02
SKSカービン,1.02
Karabin SKS,1.02
Самозарядный карабин Симонова,1.02
SKS,1.02
SKS半自動步槍,1.02
シュワルツコフ魚雷,4.2672
Schwartzkopff torpedo,4.2672
Steyr IWS 2000,1.8
Steyr IWS 2000,1.8
Steyr IWS 2000,1.8
Typ 92 10-cm-Kanone,7.92
Canon Type 92 10 cm,7.92
Type 92 (cannone),7.92
九二式十糎加農砲,7.92
Type 92 10 cm Cannon,7.92
الياسين (آر بي جي),0.95
Yasin (RPG),0.95
RPG al-Yasin,0.95
Lanciarazzi al-Yasin,0.95
بيريتا ام 1934,0.152
Beretta M1934,0.152
Beretta M1934,0.152
Beretta M34,0.152
Beretta model 1934,0.152
Beretta M34,0.152
ベレッタM1934,0.152
Pistolet Beretta M1934,0.152
Beretta M1934,0.152
Bloodhound (missile),8.46
Bristol Bloodhound,8.46
Bristol Bloodhound,8.46
Bristol Bloodhound,8.46
Bristol Bloodhound-raketsysteem,8.46
Bristol Bloodhound,8.46
Bristol Bloodhound,8.46
Heckler & Koch G11,0.75
HK G11,0.75
Heckler & Koch G11,0.75
HK G11,0.75
Heckler & Koch G11,0.75
H&K G11,0.75
Karabin HK G11,0.75
Heckler & Koch G11,0.75
HK G11,0.75
HK G11突擊步槍,0.75
جي 3,1.025
Heckler & Koch G3,1.025
HK G3,1.025
Heckler & Koch G3,1.025
HK G3,1.025
Heckler & Koch G3,1.025
H&K G3,1.025
Heckler & Koch G3,1.025
Karabin HK G3,1.025
Heckler & Koch G3,1.025
HK G3,1.025
HK G3自動步槍,1.025
MG 151 cannon,1.76
MG 151,1.76
MG 151,1.76
Mauser MG 151,1.76
MG 151,1.76
MG 151 機関砲,1.76
Karabin maszynowy MG 151,1.76
MG 151,1.76
MG 151机炮,1.76
ماكاروف (مسدس),0.1615
Makarov pistol,0.1615
Makarow (Pistole),0.1615
Makarov PM,0.1615
Makarov PM,0.1615
Makarov (pistola),0.1615
マカロフ PM,0.1615
Pistolet PM,0.1615
Пистолет Макарова,0.1615
馬卡洛夫手槍,0.1615
Mk 19 grenade launcher,1.09474
Mk 19 Maschinengranatwerfer,1.09474
Lanzagranadas Mk 19,1.09474
Mk19 (lance-grenades),1.09474
Mk 19,1.09474
Mk19 自動擲弾銃,1.09474
Mk 19 granaatwerper,1.09474
Granatnik Mk 19,1.09474
Mk 19,1.09474
Mk 19,1.09474
Mk 19自動榴彈發射器,1.09474
Mowag Piranha,5.4
مواغ بيرانا,5.4
Mowag Piranha,5.4
MOWAG Piranha,5.4
Mowag Piranha,5.4
MOWAG Piranha,5.4
ピラーニャ,5.4
Mowag Piranha,5.4
Mowag Piranha,5.4
Mowag Piranha,5.4
MOWAG Piranha,5.4
水虎魚裝甲車,5.4
Mowag Piranha,6.25
مواغ بيرانا,6.25
Mowag Piranha,6.25
MOWAG Piranha,6.25
Mowag Piranha,6.25
MOWAG Piranha,6.25
ピラーニャ,6.25
Mowag Piranha,6.25
Mowag Piranha,6.25
Mowag Piranha,6.25
MOWAG Piranha,6.25
水虎魚裝甲車,6.25
Mowag Piranha,7.45
مواغ بيرانا,7.45
Mowag Piranha,7.45
MOWAG Piranha,7.45
Mowag Piranha,7.45
MOWAG Piranha,7.45
ピラーニャ,7.45
Mowag Piranha,7.45
Mowag Piranha,7.45
Mowag Piranha,7.45
MOWAG Piranha,7.45
水虎魚裝甲車,7.45
Sea Wolf (missile),1.9
Sea Wolf (Rakete),1.9
Sea Wolf (missile),1.9
Sea Wolf,1.9
シーウルフ (ミサイル),1.9
Sea Wolf,1.9
Sea Wolf (pocisk rakietowy),1.9
Sea Wolf (ЗРК),1.9
T-84,7.075
تي-84,7.075
T-84,7.075
T-84,7.075
T-84,7.075
T-84,7.075
T-84,7.075
T-84,7.075
T-84 OPLOT,7.075
Т-84,7.075
T-84主戰坦克,7.075
T-84,7.086
تي-84,7.086
T-84,7.086
T-84,7.086
T-84,7.086
T-84,7.086
T-84,7.086
T-84,7.086
T-84 OPLOT,7.086
Т-84,7.086
T-84主戰坦克,7.086
بندقية إيناس,0.96
INSAS rifle,0.96
INSAS,0.96
INSAS,0.96
INSAS (fusil et mitrailleuse),0.96
Karabin INSAS,0.96
INSAS,0.96
英薩斯突擊步槍,0.96
2 كي 11 كروج,7.5
2K11 Krug,7.5
SA-4 Ganef,7.5
Krug (missile),7.5
2K11 Krug,7.5
2K11,7.5
2K11 Krug,7.5
Круг (зенитный ракетный комплекс),7.5
2K11 Krug,7.5
SA-4导弹,7.5
2 كي 11 كروج,8.784
2K11 Krug,8.784
SA-4 Ganef,8.784
Krug (missile),8.784
2K11 Krug,8.784
2K11,8.784
2K11 Krug,8.784
Круг (зенитный ракетный комплекс),8.784
2K11 Krug,8.784
SA-4导弹,8.784
إيه جي إم-12,4.14528
AGM-12 Bullpup,4.14528
AGM-12 Bullpup,4.14528
AGM-12 Bullpup,4.14528
AGM-12 Bullpup,4.14528
AGM-12 (ミサイル),4.14528
AGM-12 Bullpup,4.14528
AGM-12 Bullpup,4.14528
AGM-12 Bullpup,4.14528
AGM-12飛彈,4.14528
إيه جي إم-86,6.096
AGM-86 Cruise Missile,6.096
AGM-86 ALCM,6.096
AGM-86 ALCM,6.096
AGM-86 ALCM,6.096
AGM-86 ALCM,6.096
ALCM (ミサイル),6.096
AGM-86 ALCM/CALCM,6.096
AGM-86,6.096
AGM-86导弹,6.096
إيه كيه-101,0.943
AK-101,0.943
AK-101,0.943
AK-101,0.943
AK-10x,0.943
AK-101,0.943
AK-101,0.943
AK-101,0.943
Karabin AK-101,0.943
AK-101,0.943
Автоматы Калашникова «сотой серии»,0.943
AK-101突击步枪,0.943
إيه كيه-103,0.943
AK-103,0.943
AK-103,0.943
AK-103,0.943
AK-103,0.943
AK-103,0.943
Karabin AK-103,0.943
AK-103,0.943
AK-103突击步枪,0.943
AMR 33,3.5
AMR 33 VM,3.5
AMR 33,3.5
AMR 33,3.5
AMR 33,3.5
AMR 1933,3.5
AMR 33,3.5
AMR 33輕型坦克,3.5
BL755,2.451
BL755,2.451
BL755,2.451
BL755,2.451
بي تي أر-60,7.56
BTR-60,7.56
BTR-60,7.56
BTR-60,7.56
BTR-60,7.56
BTR-60,7.56
BTR-60,7.56
BTR-60,7.56
BTR-60,7.56
БТР-60,7.56
BTR-60,7.56
بيريتا 93 آر,0.24
Beretta 93R,0.24
Beretta 93R,0.24
Beretta 93R,0.24
Beretta 93R,0.24
Beretta 93R,0.24
ベレッタM93R,0.24
M93 raffica,0.24
Pistolet Beretta 93R,0.24
Beretta 93R,0.24
Beretta 93R,0.24
貝瑞塔93R手槍,0.24
بيريتا أم 1951,0.203
Beretta M1951,0.203
Beretta M951,0.203
Beretta 951,0.203
Beretta M51,0.203
ベレッタM1951,0.203
Pistolet Beretta 951,0.203
Beretta M1951,0.203
Black Prince (tank),8.5344
Black Prince (Panzer),8.5344
Black Prince,8.5344
Black Prince,8.5344
ブラックプリンス歩兵戦車,8.5344
Black Prince (tank),8.5344
Black Prince (A43),8.5344
Чёрный Принц (танк),8.5344
黑王子步兵戰車,8.5344
British heavy tanks of World War I,9.7536
Mark VII (Panzer),9.7536
Mark VII,9.7536
Mark VII,9.7536
CZ 82,0.172
Vz.82,0.172
Pistolet CZ 82 / CZ 83,0.172
CZ 82,0.172
Cei-Rigotti,1.0
Cei-Rigotti,1.0
Cei-Rigotti,1.0
Cei-Rigotti,1.0
Close Quarters Battle Receiver,0.762
Mk.18 Mod 0,0.762
CQBR,0.762
Conqueror (Panzer),11.5824
Conqueror (tank),11.5824
Conqueror,11.5824
Conqueror,11.5824
コンカラー (戦車),11.5824
Conqueror,11.5824
Conqueror,11.5824
Конкэрор,11.5824
征服者坦克,11.5824
Covenanter tank,5.7912
Covenanter,5.7912
Mk V Covenanter,5.7912
Covenanter (char),5.7912
カヴェナンター巡航戦車,5.7912
Mk V Covenanter,5.7912
Covenanter tank,5.7912
Covenanter Mk V (A13 Mk III),5.7912
Ковенантер (танк),5.7912
Mk.V盟約者巡航坦克,5.7912
كروتال (صاروخ),2.35
Crotale (missile),2.35
Crotale,2.35
Crotale (missile),2.35
Thomson-Houston Crotale,2.35
クロタル (ミサイル),2.35
Crotale,2.35
Crotale,2.35
Crotale (ЗРК),2.35
Cruiser Mk III,6.0
Cruiser Mk III,6.0
Cruiser Mk III,6.0
巡航戦車 Mk.III,6.0
Cruiser Mk III,6.0
Cruiser Mk III,6.0
Mk III (крейсерский танк),6.0
Mk.III巡航坦克,6.0
Cruiser Mk IV,5.7912
Cruiser Mk IV,5.7912
Cruiser Mk IV,5.7912
巡航戦車 Mk.IV,5.7912
Cruiser Mk IV,5.7912
Cruiser Mk IV,5.7912
Mk IV (крейсерский танк),5.7912
Mk.IV巡航坦克,5.7912
DF-4,28.05
CSS-3,28.05
DF-4,28.05
DF-4,28.05
DF-4,28.05
DF-4 (ミサイル),28.05
DF-4,28.05
Darne machine gun,1.12
Ametralladora Darne,1.12
Mitrailleuse Darne,1.12
Darne Mle 1933,1.12
ダルヌ機関銃,1.12
Denel NTW-20,1.795
NTW-20,1.795
NTW 20,1.795
NTW 20,1.795
ダネル NTW-20,1.795
Karabin NTW-20,1.795
Mechem NTW-20,1.795
NTW-20,1.795
EE-11 Urutu,6.15
EE-11 Urutu,6.15
EE-11 Urutu,6.15
EE-11 Urutu,6.15
EE-11 Urutu,6.15
EE-11 (装甲車),6.15
EE-11 Urutu,6.15
EE-11 Urutu,6.15
Engesa EE-11 Urutu,6.15
EE-11裝甲車,6.15
EE-9 Cascavel,6.29
EE-9 Cascavel,6.29
EE-09 Cascavel,6.29
EE-9 Cascavel,6.29
EE-9 Cascavel,6.29
EE-9 (装甲車),6.29
EE-9 Cascavel,6.29
EE-9 Cascavel,6.29
Engesa EE-9 Cascavel,6.29
EM-2,0.889
EM-2 rifle,0.889
EM-2,0.889
Enfield EM2,0.889
EM-2,0.889
Karabin EM-2,0.889
EM-2,0.889
EM-2 rifle,0.889
EM-2突擊步槍,0.889
FIM-43 Redeye,1.2
FIM-43 Redeye,1.2
FIM-43 Redeye,1.2
FIM-43 Redeye,1.2
FIM-43 (ミサイル),1.2
FIM-43 Redeye,1.2
FIM-43 Redeye,1.2
FIM-43 Redeye,1.2
FIM-43紅眼便攜式防空飛彈,1.2
FV432,5.25
FV 432,5.25
FV432,5.25
FV432,5.25
FV432,5.25
FV 432-pantserinfanterievoertuig,5.25
FV432 Trojan,5.25
FV432,5.25
HMS Hibernia (1804),61.2648
HMS Hibernia (1804),61.2648
ハイバーニア (戦列艦),61.2648
HMS Royal Sovereign (1786),55.7784
HMS Royal Sovereign (1786),55.7784
HMS Royal Sovereign (1786),55.7784
HMS Royal Sovereign (1786),55.7784
ロイヤル・ソブリン (戦列艦・3代),55.7784
HMS Royal Sovereign (1786),55.7784
HMS Royal Sovereign (1786),55.7784
HN-5,1.46
HN-5 (missile),1.46
HN-5 (ミサイル),1.46
HN-5,1.46
红缨-5便携式防空导弹,1.46
Hadès,7.5
Hadès (Rakete),7.5
Missile Hadès,7.5
Hadès,7.5
Heckler & Koch UCP,0.2
HK UCP,0.2
Heckler & Koch UCP,0.2
H&K P46,0.2
Pistolet HK UCP,0.2
HK UCP手槍,0.2
Heckler & Koch VP70,0.204
HK VP70,0.204
Heckler & Koch VP70,0.204
HK VP70,0.204
Heckler & Koch VP70,0.204
H&K VP70,0.204
Pistolet HK VP70,0.204
HK VP70,0.204
HK VP70手槍,0.204
L64/65,0.77
XL-64突擊步槍,0.77
LR-300,0.546
Z-M Weapons LR 300,0.546
Z-M Weapons LR 300,0.546
Karabin LR-300,0.546
LR-300,0.546
LR-300突擊步槍,0.546
Lockheed X-17,12.2936
Lockheed X-17,12.2936
Lockheed X-17,12.2936
Lockheed X-17,12.2936
Lockheed X-17,12.2936
X-17 (ロケット),12.2936
Lockheed X-17,12.2936
Lockheed X-17,12.2936
M103 (heavy tank),6.7056
M103 (Kampfpanzer),6.7056
M103 (carro armato),6.7056
Char lourd M103,6.7056
M103重戦車,6.7056
M103 (czołg),6.7056
M103 (tank),6.7056
M103 (танк),6.7056
M103重型坦克,6.7056
M1 (missile),10.67
M 1 (MSBS),10.67
Missile M1,10.67
M1 (missile),10.67
M-1 (míssil),10.67
M1 (ракета),10.67
M51 (missile),12.0
M 51 (MSBS),12.0
Missile M51,12.0
M51 (missile),12.0
M51 (ミサイル),12.0
MSBS M51,12.0
M-51,12.0
M51 (ракета),12.0
M67 recoilless rifle,1.3462
M67 90mm無反動砲,1.3462
M67 (гранатомёт),1.3462
M67無後座力炮,1.3462
MAC 1934,0.85
MAC 1934,0.85
MAC 1934,0.85
Karabin maszynowy MAC 34,0.85
MAC 1934,0.85
MG 08,1.175
MG 08,1.175
MG 08,1.175
MG 08,1.175
Maschinengewehr 08,1.175
MG08重機関銃,1.175
Maschinengewehr 08,1.175
Karabin maszynowy MG08,1.175
MG08,1.175
MG 08,1.175
MG08重機槍,1.175
MG 131 machine gun,1.17
MG 131,1.17
MG 131,1.17
Rheinmetall-Borsig MG 131,1.17
MG 131,1.17
MG 131 機関銃,1.17
Karabin maszynowy MG 131,1.17
MG 131,1.17
MG 131,1.17
MG 131重機槍,1.17
MG FF,1.37
MG FF cannon,1.37
MG FF,1.37
MG FF,1.37
MG FF 機関砲,1.37
Działko MG FF,1.37
MG FF機炮,1.37
ام بي 18,0.832
MP 18,0.832
MP18,0.832
MP18,0.832
Maschinenpistole 18,0.832
MP 18,0.832
MP18,0.832
MP18,0.832
Pistolet maszynowy MP18,0.832
MP18,0.832
MP18,0.832
MP18衝鋒槍,0.832
MU90 Impact,2.85
MU90-Torpedo,2.85
MU-90 Impact,2.85
Torpille MU90 Impact,2.85
MU90 (魚雷),2.85
Torpeda MU90 IMPACT,2.85
MU-90 (торпеда),2.85
Mateba Autorevolver,0.275
Mateba Autorevólver,0.275
Mateba Autorevolver,0.275
マテバ オートリボルバー,0.275
Mateba Autorevolver,0.275
馬特巴6 Unica自動左輪手槍,0.275
بندقية ماوزر المضادة للدروع 1918,1.691
Mauser 1918 T-Gewehr,1.691
Tankgewehr M1918,1.691
Mauser 1918 T-Gewehr,1.691
Tankgewehr M1918,1.691
マウザー M1918,1.691
Karabin przeciwpancerny M1918,1.691
Tankgewehr M1918,1.691
Mauser T-Gewehr,1.691
毛瑟13.2毫米反坦克步槍,1.691
Medium Mark B,6.9342
Medium Mark B,6.9342
Medium Mark B,6.9342
Mark B,6.9342
Mark B,6.9342
Mark B,6.9342
Medium Mark C,7.9
Medium Mark C,7.9
Medium Mark C,7.9
マーク C 中戦車,7.9
Mark C,7.9
Mark C,7.9
Mark C,7.9
ام كيه 14,0.889
Mk 14 enhanced battle rifle,0.889
Mk 14 Enhanced Battle Rifle,0.889
Karabin Mk 14 EBR,0.889
Mk 14 Enhanced Battle Rifle,0.889
Mk 14 Enhanced Battle Rifle,0.889
Mk 14增強型戰鬥步槍,0.889
Mokopa,1.995
Mokopa,1.995
Mokopa,1.995
Mokopa,1.995
Mokopa,1.995
Neubaufahrzeug,6.6
Neubaufahrzeug,6.6
Neubaufahrzeug,6.6
Neubaufahrzeug,6.6
Neubaufahrzeug,6.6
NbFz (戦車),6.6
Neubaufahrzeug,6.6
Neubaufahrzeug,6.6
Neubaufahrzeug,6.6
NbFz重型坦克,6.6
No 69 grenade,0.114
No.69手榴弾,0.114
Granat No. 69,0.114
PGM Hécate II,1.38
PGM Hécate II,1.38
PGM Hécate II,1.38
PGM Hécate II,1.38
PGM ヘカートII,1.38
Karabin PGM Hécate II,1.38
PGM Hecate II,1.38
PGM Hecate II,1.38
PGM Hécate II狙擊步槍,1.38
QF 2-pounder naval gun,2.4384
Ordnance QF 2-Pfünder-Marinegeschütz,2.4384
Cañón naval QF de 2 libras,2.4384
Vickers-Armstrong QF 2 lb,2.4384
Canon de marine de 2 livres QF,2.4384
ポンポン砲,2.4384
Armata przeciwlotnicza 40 mm Mark II,2.4384
Vickers QF 2 pounder Mark II,2.4384
R-14,24.4
R-14 Chusovaya,24.4
R-14 (misil),24.4
R-14,24.4
R-14 Chusovaya,24.4
Р-14,24.4
R-14 Chusovaya,24.4
R-14,24.4
R-37 (missile),4.2
Vympel R-37,4.2
Vympel R-37,4.2
R-37,4.2
R-37 (ミサイル),4.2
R-37,4.2
Р-37,4.2
Vympel R-37,4.2
RG-12,5.2
RG-12,5.2
RG-12,5.2
RT-23 Molodets,23.4
RT-23,23.4
RT-23,23.4
RT-23,23.4
RT-23 Molodets,23.4
RT-23 (ミサイル),23.4
RT-23UTTH,23.4
РТ-23 УТТХ,23.4
RT-23 UTTH,23.4
Remington Model 7600,1.08204
راينميتال أم جي 3,1.225
MG3,1.225
Rheinmetall MG 3,1.225
Rheinmetall MG3,1.225
MG3,1.225
Rheinmetall MG 3,1.225
ラインメタルMG3,1.225
Karabin maszynowy MG3,1.225
MG3,1.225
MG3,1.225
MG3通用機槍,1.225
Rolls-Royce Armoured Car,4.93
Rolls-Royce Armoured Car,4.93
Rolls-Royce (autoblindo),4.93
ロールス・ロイス装甲車,4.93
Rolls-Royce (бронеавтомобиль),4.93
Ruger Police Carbine,0.8636
Ruger Police Carbine,0.8636
S-200 (missile),10.8
S-200,10.8
S-200 Angara/Vega/Dubna,10.8
S-200,10.8
S-200 Angara/Vega/Dubna,10.8
S-200 Wega,10.8
С-200,10.8
S-200导弹,10.8
Saiga-12,1.145
Saiga-12,1.145
Saiga-12,1.145
Saiga-12,1.145
Saiga-12,1.145
イズマッシュ・サイガ12,1.145
Сайга-12,1.145
Saiga-12半自動霰彈槍,1.145
Smith & Wesson SW99,0.18
Smith & Wesson SW99,0.18
史密斯威森SW99手槍,0.18
تي-70,4.29
T-70,4.29
T-70,4.29
T-70,4.29
T-70,4.29
T-70,4.29
T-70 (戦車),4.29
T-70,4.29
T-70,4.29
T-70,4.29
Т-70,4.29
T-70坦克,4.29
T28 Super Heavy Tank,11.1252
T28 (Panzer),11.1252
Char T28,11.1252
T28 (carro armato),11.1252
T28重戦車,11.1252
T28 Super Heavy Tank,11.1252
T28,11.1252
T28,11.1252
T28超重型坦克,11.1252
Tango 51,1.12522
戰術行動Tango 51狙擊步槍,1.12522
Type 81 assault rifle,0.955
Typ 81 (Sturmgewehr),0.955
Norinco Type 81,0.955
81式自動歩槍,0.955
Karabin Typ 81,0.955
Тип 81,0.955
81式自动步枪,0.955
مسدس والتر P.38,0.216
Walther P38,0.216
Walther P38,0.216
Walther P38,0.216
Walther P38,0.216
Walther P38,0.216
ワルサーP38,0.216
Walther P38,0.216
Pistolet Walther P38,0.216
Walther P38,0.216
Walther P38,0.216
瓦爾特P38手槍,0.216
Walther P5,0.18
Walther P5,0.18
Walther P5,0.18
ワルサーP5,0.18
Walther P5,0.18
Pistolet Walther P5,0.18
Walther P5,0.18
瓦爾特P5手槍,0.18
Wz. 35 anti-tank rifle,1.76
Panzerbüchse Modell 1935,1.76
Maroszek Kb Ur wz.35,1.76
Maroszek wz. 35,1.76
Fusil antichar wz.35,1.76
Karabin przeciwpancerny wz. 35,1.76
Karabin przeciwpancerny wz. 35,1.76
XM25 CDTE,0.749
HK XM25,0.749
XM25 CDTE,0.749
XM25,0.749
XM25 IAWS,0.749
XM25 Individual Airburst Weapon System,0.749
Granatnik XM25 ABW,0.749
XM-25,0.749
XM25 CDTE,0.749
XM25反防禦目標應對系統,0.749
ZU-23-2,4.57
SU-23,4.57
ZSU-23-2,4.57
23 mm ZU-23,4.57
ZU-23-2,4.57
ZU-23-2,4.57
Armata przeciwlotnicza ZU-23-2,4.57
ЗУ-23-2,4.57
ZU-23-2,4.57
ZU-23-2雙管高射炮,4.57
CZ 805 BREN,0.91
CZ-805 BREN,0.91
CZ-805 BREN,0.91
CZ 805,0.91
CZ 805 Bren突擊步槍,0.91
CZ 805 BREN,0.91
بوبشن,2.972
"8,8 cm Raketenwerfer 43",2.972
8.8 cmロケット発射器43型,2.972
8.8 cm Raketenwerfer 43,2.972
Raketen-Panzerbüchse 43,2.972
"8,8 cm Raketenwerfer 43",2.972
Пупхен,2.972
كلاشنكوف AK-12,0.945
AK-12,0.945
AK-12,0.945
AK-12,0.945
AK-12,0.945
AK-12,0.945
Karabinek AK-12,0.945
AK-12,0.945
АК-12,0.945
AK-12突击步枪,0.945
AK-12,0.945
الفهد (مدرعة),7.9
Al-Fahd,7.9
ファハド装甲車,7.9
Al-Fahd,7.9
مسدس كاراكال,0.178
Caracal-Pistole,0.178
Caracal (pistola),0.178
Caracal (pistolet),0.178
Caracal (pistola),0.178
Pistolet Caracal,0.178
Caracal pistol,0.178
Caracal F,0.178
Каракал (пистолет),0.178
القبة الحديدية,3.0
Iron Dome,3.0
Cúpula de Hierro,3.0
Dôme de fer,3.0
Cupola di Ferro,3.0
アイアンドーム,3.0
IJzeren Koepel,3.0
Żelazna Kopuła,3.0
Железный купол,3.0
Cúpula de Ferro,3.0
Iron Dome,3.0
鐵穹防禦系統,3.0
كارو فيلوتشي 33,3.03
L3/33,3.03
L3/33,3.03
L3/33,3.03
CV33,3.03
L3 (chenillette),3.03
L3,3.03
L3 (tankietka),3.03
CV-33,3.03
Carro CV3/33,3.03
L3/33小戰車,3.03
صاروخ كروز المصغر قليل التكلفة,0.9144
Low Cost Autonomous Attack System,0.9144
Low Cost Autonomous Attack System,0.9144
المدفع الذري,25.6032
M65 (Haubitze),25.6032
Cañón Atómico M65,25.6032
M65 Atomic Cannon,25.6032
M65 280mmカノン砲,25.6032
M65 Atomic Annie,25.6032
280 mm Gun M65,25.6032
M65 atomic cannon,25.6032
سجيل 2,18.2
Sajjil-2,18.2
Sejil,18.2
セッジール,18.2
Саджил (ракета),18.2
Sejjil,18.2
دبابة فيكرز,9.79
Vickers MBT,9.79
Vickers MBT,9.79
Vickers MBT,9.79
Vickers MBT,9.79
ビッカースMBT (戦車),9.79
Vickers MBT,9.79
Виккерс (танк),9.79
維克斯主戰坦克,9.79
فايايانتا,9.788
Vijayanta,9.788
Vijayanta,9.788
Vijayanta,9.788
Виджаянта,9.788
Vijayanta,9.788
勝利式主力戰車,9.788
دبليو زد 551,6.63
WZ551,6.63
WZ551,6.63
WZ551,6.63
92式装輪装甲車,6.63
WZ551,6.63
Тип-92 (БМП),6.63
ZSL-92装甲输送车,6.63
Sturmpanzer I,4.67
15-cm sIG 33 (Sf) auf Panzerkampfwagen I Ausf B,4.67
Sturmpanzer I,4.67
I号自走重歩兵砲,4.67
Sturmpanzer I,4.67
15 cm sIG 33 (Sf) auf Panzerkampfwagen I Ausf. B,4.67
Bison I,4.67
Sturmpanzer I,4.67
一号自行重步兵炮,4.67
15 cm sIG 33 (Sf) auf Panzerkampfwagen I Ausf B,4.67
ベカス散弾銃,0.844
Бекас (ружьё),0.844
Molot Bekas-M,0.844
"10,5-cm-Leichtgeschütz 40",1.902
